wav,0,10,20,30,40,50
6640.00745011422,0.002721682656556368,0.0033707381663685915,0.0033834935821678556,0.0034947070863907627,0.003475079400738583,0.003482839013532933
6640.036984929413,0.002684139646589756,0.00349880196619669,0.003402440486636426,0.003507240656492884,0.0034816769176303723,0.00349103077562349
6640.06651609264,0.003244123188778758,0.0036119629561594422,0.0034438861655490746,0.003517094705980371,0.003489566509363494,0.0035000862023746027
6640.096043615112,0.0034170406870543957,0.003683342550339378,0.0034892817940182976,0.003521147336284863,0.003499342888370742,0.0035103864289551074
6640.125567508029,0.0041060070507228374,0.003729001916570898,0.00353568969751366,0.003522331070136018,0.0035114282485869002,0.00352017445856055
6640.155087782592,0.004389993380755186,0.0037814711047904986,0.0035879372545422846,0.0035225685185228525,0.003524932175308348,0.003529026219586963
6640.1846044500035,0.005178048741072416,0.0038372507154818027,0.0036370566928872155,0.0035243514951281874,0.0035342462388856513,0.00353695102494652
6640.2141175214465,0.0047144838608801365,0.0038730142793378013,0.003678000256592768,0.0035271080899007402,0.0035418340285016943,0.0035438892019895125
6640.2436270081025,0.003956599161028862,0.0038770308895376294,0.003713541083745735,0.0035353149941439416,0.003550289110080614,0.003548993504978393
6640.273132921155,0.0034217117354273796,0.0038965691803702664,0.0037430772541887855,0.0035505876566202395,0.003561406713845854,0.003553377721803514
6640.302635271772,0.003045707242563367,0.003893149155906915,0.0037582156193214063,0.003569595261292995,0.003572532792594205,0.003558648027332842
6640.332134071118,0.0038508663419634104,0.0038703208847040136,0.003755052336948104,0.0035913081607976028,0.003581555145649541,0.003565314436874923
6640.361629330367,0.0043865833431482315,0.0038347807806763906,0.003744032369254409,0.0036126224902712193,0.0035886188095865714,0.0035737335338021287
6640.391121060662,0.0033204860519617796,0.0038058445927632942,0.0037371113948072915,0.003633012267893221,0.003595291348015301,0.003581906661074797
6640.4206092731565,0.0029552963096648455,0.0037858212234006174,0.003736821483971315,0.0036505760994473804,0.0036005366142845088,0.003589016187397977
6640.450093979004,0.0028989852871745825,0.0037938069390501326,0.0037363452874446717,0.0036662747274498635,0.003606419960695148,0.003596344896760603
